course,subject,difficult_level,num_subscribers
Parse Server: From Front End to Full Stack,Web Development,Intermediate Level,1130
Login and Registration from Scratch with PHP and MySQL,Web Development,Intermediate Level,1128
"Full stack Universal React with Redux, Node js and MongoDB",Web Development,Intermediate Level,1121
WordPress Tips and Tricks,Web Development,Intermediate Level,1117
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",Business Finance,Intermediate Level,1105
Use the Magic Multiple Moving Average Forex Trading system,Business Finance,Intermediate Level,1097
Learn by Doing: Vue JS 2.0 the Right Way,Web Development,Intermediate Level,1087
Create a Client Network by Hosting WordPress Sites,Web Development,Intermediate Level,1061
Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,Musical Instruments,Intermediate Level,1052
Basics of Mutual Funds for CA / CMA / CS / CFA Exams,Business Finance,Intermediate Level,1045
Classical Guitar Essentials - The Basics Part 2,Musical Instruments,Intermediate Level,1030
Most Wanted Flat Design Techniques #3: Office Space,Graphic Design,Intermediate Level,1028
Mastering DevOps,Web Development,Intermediate Level,1023
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,Web Development,Intermediate Level,1018
The Circle of Fifths for Guitarists,Musical Instruments,Intermediate Level,1018
Most Wanted Flat Design Techniques #2: Hipster Businessman,Graphic Design,Intermediate Level,1016
The Ultimate WordPress Boot Camp: Build 7 Websites,Web Development,Intermediate Level,1000
TRADING PSYCHOLOGY: Trading Mindset Mastery,Business Finance,Intermediate Level,975
Bluegrass Guitar Essentials: Webisodes 1 & 2,Musical Instruments,Intermediate Level,970
"Advanced Options Concepts - Probability, Greeks, Simulation",Business Finance,Intermediate Level,968
Preparation of Consolidated Financial Statements (Basic),Business Finance,Intermediate Level,965
Scrape Websites using PhantomJS and CasperJS,Web Development,Intermediate Level,960
Java Web Services Part 2,Web Development,Intermediate Level,959
Projects In ReactJS - The Complete React Learning Course,Web Development,Intermediate Level,947
#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,Musical Instruments,Intermediate Level,940
A Beginner's Guide to Quantopian Futures API,Business Finance,Intermediate Level,936
Discover Classical Guitar Level 2   ,Musical Instruments,Intermediate Level,927
Create Complete Web Applications easily with APEX 5,Web Development,Intermediate Level,912
Redux in Angular (2 and 4+),Web Development,Intermediate Level,909
Pentatonic Scale Crash Course for Bass Guitar,Musical Instruments,Intermediate Level,898
Percussive Fingerstyle Guitar,Musical Instruments,Intermediate Level,886
T-Shirt Design Workshop 02: Mixed Media Design,Graphic Design,Intermediate Level,885
"Angular 4 - Concepts, Code and Collective Wisdom",Web Development,Intermediate Level,851
#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,Musical Instruments,Intermediate Level,850
Creating Interactive HTML5 Video,Web Development,Intermediate Level,838
"WordPress Development - Themes, Plugins & Single Page Apps",Web Development,Intermediate Level,817
The Complete Web Development Tutorial Using React and Redux,Web Development,Intermediate Level,796
Learn Azure Cloud Step by Step,Web Development,Intermediate Level,791
Step by step guide to understand how business perform,Business Finance,Intermediate Level,788
Photoshop: 5 Practical Techniques to Improve Your Skills,Graphic Design,Intermediate Level,780
Creating an animated greeting card via Google Slides,Graphic Design,Intermediate Level,770
Converting Type to Outlines in Adobe InDesign,Graphic Design,Intermediate Level,725
Single Page Application of MVC 5 Using AngularJS,Web Development,Intermediate Level,722
Professional Web Scraping with Java,Web Development,Intermediate Level,685
Creating animation puzzles with Google Slides,Graphic Design,Intermediate Level,679
Gospel Piano Essentials,Musical Instruments,Intermediate Level,668
Building a ASP.NET MVC 5 Membership Website,Web Development,Intermediate Level,654
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,Web Development,Intermediate Level,652
Options Spreads Bundle-  the heart of Options Trading,Business Finance,Intermediate Level,623
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,Business Finance,Intermediate Level,607
Take your double bass drum technique to the next level,Musical Instruments,Intermediate Level,584
Professional RESTful API Design using Python Flask,Web Development,Intermediate Level,578
Stock Market for Beginners - Complete Starter Toolkit,Business Finance,Intermediate Level,577
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",Musical Instruments,Intermediate Level,556
Learn Redis from Scratch,Web Development,Intermediate Level,553
3D Programming with WebGL and Babylon.js for Beginners,Web Development,Intermediate Level,549
Learning Object-Oriented JavaScript,Web Development,Intermediate Level,533
Java Spring Security,Web Development,Intermediate Level,527
Learn Photoshop Actions - Save time with repetitive tasks,Graphic Design,Intermediate Level,507
Quickly Batch Export & Package Logo Files for Clients,Graphic Design,Intermediate Level,489
Build a Single Page Application with jQuery & AJAX,Web Development,Intermediate Level,486
TRADING FOR A LIVING: Trading Full-Time Transition Guide,Business Finance,Intermediate Level,483
#12 Hand Coordination: Let your Hands dance with Ballad 9,Musical Instruments,Intermediate Level,482
Build an Advanced Single Page with Bootstrap & WordPress,Web Development,Intermediate Level,481
Python Algo Trading: FX Trading with Oanda,Business Finance,Intermediate Level,453
Illustrated Logo Design,Graphic Design,Intermediate Level,447
Play Autumn Leaves' falling notes on piano with no reading!,Musical Instruments,Intermediate Level,438
Build A Stock Downloader With Visual Studio 2015 And C#,Web Development,Intermediate Level,436
JavaScript For Absolute Beginners - Level Two,Web Development,Intermediate Level,424
Create a MEAN App by Example - Full Stack Course,Web Development,Intermediate Level,421
101 Awesome Rockabilly Guitar Licks,Musical Instruments,Intermediate Level,407
Professional CSS Flexbox,Web Development,Intermediate Level,396
"How to play Djembe, Drums & Rhythm. Level 2",Musical Instruments,Intermediate Level,390
"ASP.NET Core MVC, Quick and Practical",Web Development,Intermediate Level,387
Build A YouTube Downloader With C# And GitHub,Web Development,Intermediate Level,385
Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,Business Finance,Intermediate Level,384
Master the Saxophone: Intermediate Instruction Made Simple!,Musical Instruments,Intermediate Level,376
TRADING: 5K CHALLENGE,Business Finance,Intermediate Level,375
Laravel : CRUD Application Using AJAX In Laravel 5.3,Web Development,Intermediate Level,362
Ready for Production with Spring Boot Actuator,Web Development,Intermediate Level,361
Enhance your chroma key with an animated Slides background,Graphic Design,Intermediate Level,361
Advance JavaScript for Coders: Learn OOP in JavaScript,Web Development,Intermediate Level,334
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",Business Finance,Intermediate Level,323
Trading: From Wall Street to Your Street,Business Finance,Intermediate Level,312
Turn your animated greeting card carousel into a music video,Graphic Design,Intermediate Level,311
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,Web Development,Intermediate Level,301
InDesign: Diseño de proyectos paso a paso,Graphic Design,Intermediate Level,300
Master Riot: Learn Riot.js from Scratch,Web Development,Intermediate Level,299
Blues Guitar Lessons - Blues Guitar - Robert Johnson,Musical Instruments,Intermediate Level,297
Master Trumpet Playing: Intermediate Instruction Made Simple,Musical Instruments,Intermediate Level,292
"WordPress Development With NodeJS, Gulp, Composer & More",Web Development,Intermediate Level,289
Master Flute Playing: Intermediate Instruction Made Simple!,Musical Instruments,Intermediate Level,288
Learn To Trade The Forex Naked Price Action Acapulco Trade,Business Finance,Intermediate Level,288
Piano Lessons For The Hip Hop Fan,Musical Instruments,Intermediate Level,276
Simple Photoshop CC: Smart Objects,Graphic Design,Intermediate Level,272
Buying Call and Put Options - Options beginner strategies,Business Finance,Intermediate Level,266
Learn to Trade With Fibonacci Tools,Business Finance,Intermediate Level,252
Introduction to Lead Guitar,Musical Instruments,Intermediate Level,245
Learn 2D Cell Shading in Photoshop,Graphic Design,Intermediate Level,238
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,Musical Instruments,Intermediate Level,237
HTTP Clients with Laravel: Use and Consume Services and APIs,Web Development,Intermediate Level,237
The Complete TypeScript Programming Guide for Web Developers,Web Development,Intermediate Level,236
Practical Font Design,Graphic Design,Intermediate Level,229
Designing With Halftones: Create a Dot Pattern Portrait!,Graphic Design,Intermediate Level,228
Create Professional Character Designs in Photoshop,Graphic Design,Intermediate Level,228
Angular Advanced MasterClass & FREE E-Book,Web Development,Intermediate Level,228
Learn Spring Security 4 Intermediate - Hands On,Web Development,Intermediate Level,227
Financial Modeling for Professionals in 1 Day!,Business Finance,Intermediate Level,226
Build Complex Express Sites with Redis and Socket IO,Web Development,Intermediate Level,223
Learn Travis Picking From Scratch,Musical Instruments,Intermediate Level,219
Technical Trading and Investing Made Easy,Business Finance,Intermediate Level,217
Advanced Saxophone Studies - Learn to Master the Saxophone!,Musical Instruments,Intermediate Level,215
Rails Ecommerce App with HTML Template from Themeforest,Web Development,Intermediate Level,214
Forex - Catch the Big Market Moves in Forex,Business Finance,Intermediate Level,212
Essential Options: Strategies for Mastering the Stock Market,Business Finance,Intermediate Level,211
Creating Custom Web Maps,Web Development,Intermediate Level,208
Learn Reactivex From Ground Up,Web Development,Intermediate Level,207
My Forex Strategy that win consistently over and over,Business Finance,Intermediate Level,204
Guitar Lessons - Soloing With Arpeggios - Essential Guide ,Musical Instruments,Intermediate Level,198
Play the Jews Harp - instant skills for non musicians.,Musical Instruments,Intermediate Level,196
Credit Risk Analysis,Business Finance,Intermediate Level,194
Acoustic Blues Guitar Lessons,Musical Instruments,Intermediate Level,189
Advanced Finance and Accounting for Startups,Business Finance,Intermediate Level,188
Guitar Fretboard Secrets,Musical Instruments,Intermediate Level,186
"Play Leyenda, Canarios, and Bach on Classical Guitar",Musical Instruments,Intermediate Level,185
Advanced Trumpet Studies - Learn to Master the Trumpet!​,Musical Instruments,Intermediate Level,184
Master the Tuba - Intermediate Instruction Made Simple!,Musical Instruments,Intermediate Level,184
How to Build WordPress Themes: A Web Designer's Guide,Web Development,Intermediate Level,183
Acoustic Guitar After The Basics,Musical Instruments,Intermediate Level,181
The Everyday Investor: Building Wealth with Venture Capital,Business Finance,Intermediate Level,176
Piano With Willie: Blues n' Boogie Vol. 1,Musical Instruments,Intermediate Level,172
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,Musical Instruments,Intermediate Level,164
Bending the blue notes to give you killer sound on harmonica,Musical Instruments,Intermediate Level,162
Learn to trade Candlestick Patterns,Business Finance,Intermediate Level,155
Global Macro Investing - Take Control Of The World's Markets,Business Finance,Intermediate Level,153
Visualizing Data,Business Finance,Intermediate Level,149
Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,Musical Instruments,Intermediate Level,147
Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,Business Finance,Intermediate Level,137
Trading: High-ROI Trading,Business Finance,Intermediate Level,126
"Master the Euphonium with Simple, Intermediate Instruction!",Musical Instruments,Intermediate Level,120
Spice up your playing with some easy Flamenco techniques! ,Musical Instruments,Intermediate Level,120
Projects in Laravel: Learn Laravel Building 10 Projects,Web Development,Intermediate Level,119
"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",Musical Instruments,Intermediate Level,115
"Classical Guitar Master Class: 'Alman  """,Musical Instruments,Intermediate Level,113
Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,Graphic Design,Intermediate Level,113
Guitar Lessons - 50 Essential Fast Legato Licks,Musical Instruments,Intermediate Level,105
Simple Options Trading System,Business Finance,Intermediate Level,104
Introduction to the economics of public services regulation,Business Finance,Intermediate Level,98
Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,Musical Instruments,Intermediate Level,98
